,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
2022-08-05,0.0,0.0,0.0,0.0,1.0,1.4500000000000002,272
2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,272
2022-08-07,0.45,0.0,1.0,0.0,0.0,1.0,272
2022-08-01,3.45,6.0,5.0,0.0,0.55,6.0,273
2022-08-02,4.0,8.0,3.5500000000000003,6.0,3.45,3.5500000000000003,273
2022-08-03,5.0,4.0,6.0,10.0,4.0,5.0,273
2022-08-04,3.45,3.0,8.45,5.0,4.45,5.0,273
2022-08-05,4.55,5.0,0.0,8.0,2.0,10.0,273
2022-08-06,4.0,7.450000000000001,5.0,7.450000000000001,3.5500000000000003,1.0,273
2022-08-07,3.45,8.0,1.4500000000000002,2.0,2.5500000000000003,5.45,273
2022-08-01,,,,,,,274
2022-08-02,,,,,,,274
2022-08-03,,,,,,,274
2022-08-04,,,,,,,274
2022-08-05,,,,,,,274
2022-08-06,,,,,,,274
2022-08-07,,,,,,,274
2022-08-01,1.0,0.0,1.0,0.0,2.0,2.0,276
2022-08-02,1.0,0.0,1.0,1.0,1.55,1.0,276
2022-08-03,3.0,0.0,1.0,1.4500000000000002,0.45,1.0,276
2022-08-04,1.0,2.5500000000000003,2.0,0.0,2.5500000000000003,1.0,276
2022-08-05,0.0,1.0,1.0,0.45,2.0,1.0,276
2022-08-06,0.0,1.0,0.55,1.0,0.0,1.0,276
2022-08-07,0.0,1.0,1.0,0.45,2.0,1.4500000000000002,276
2022-08-01,,-1.0,-1.0,-1.0,-1.0,,278
2022-08-02,,9.0,3.0,10.0,7.0,,278
2022-08-03,,6.0,9.0,2.0,6.0,,278
2022-08-04,,-1.0,10.0,2.45,4.0,,278
2022-08-05,,5.0,12.0,-1.0,13.0,,278
2022-08-06,,-1.0,11.0,9.45,6.0,,278
2022-08-07,,9.0,10.0,4.55,-1.0,,278
2022-08-01,,,,,,,279
2022-08-02,,,,,,,279
2022-08-03,,,,,,,279
2022-08-04,,,,,,,279
2022-08-05,,,,,,,279
2022-08-06,,,,,,,279
2022-08-07,,,,,,,279
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,280
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,280
2022-08-03,0.0,0.0,0.0,0.0,0.0,1.0,280
2022-08-04,0.0,0.0,0.0,0.0,1.0,1.55,280
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,280
2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,280
2022-08-07,0.0,0.0,0.0,0.0,0.0,1.0,280
2022-08-01,3.0,3.0,1.4500000000000002,2.5500000000000003,2.0,3.0,281
2022-08-02,3.0,0.45,1.0,2.5500000000000003,2.0,2.45,281
2022-08-03,3.0,1.0,0.45,2.5500000000000003,1.0,1.0,281
2022-08-04,3.0,2.0,0.0,2.5500000000000003,1.0,4.0,281
2022-08-05,3.0,3.0,2.0,1.0,2.0,2.0,281
2022-08-06,3.0,2.0,1.0,0.0,2.45,1.4500000000000002,281
2022-08-07,3.0,2.0,0.0,1.0,3.0,2.0,281
2022-08-01,2.5500000000000003,2.0,1.0,4.0,4.55,6.0,282
2022-08-02,1.4500000000000002,3.0,2.0,7.0,3.0,2.0,282
2022-08-03,2.0,2.0,1.0,3.0,2.5500000000000003,2.0,282
2022-08-04,0.0,8.0,1.55,3.0,4.0,2.0,282
2022-08-05,2.0,1.55,3.0,2.0,2.5500000000000003,2.0,282
2022-08-06,4.0,8.0,1.0,2.5500000000000003,3.5500000000000003,3.5500000000000003,282
2022-08-07,3.0,1.55,2.45,2.0,2.0,3.0,282
