,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
2022-08-04,1.55,1.0,2.45,9.0,2.45,2.0,303
2022-08-05,2.0,2.45,0.0,3.0,3.45,1.0,303
2022-08-06,1.55,4.55,2.0,1.55,2.5500000000000003,1.0,303
2022-08-07,2.0,0.0,2.45,2.45,4.0,1.55,303
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,304
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,304
2022-08-03,6.0,0.0,0.0,0.0,0.0,0.0,304
2022-08-04,1.0,0.0,3.0,0.0,0.0,3.0,304
2022-08-05,1.0,0.0,0.55,0.0,0.0,1.0,304
2022-08-06,0.55,0.0,0.0,0.0,0.0,0.0,304
2022-08-07,6.0,0.0,0.0,0.0,0.0,0.0,304
2022-08-01,1.0,0.0,1.0,1.0,1.0,1.0,306
2022-08-02,1.4500000000000002,2.0,0.0,0.0,0.0,0.0,306
2022-08-03,4.0,3.5500000000000003,1.0,1.0,1.0,0.0,306
2022-08-04,1.0,3.0,1.0,0.0,0.0,1.0,306
2022-08-05,0.0,1.55,0.0,1.0,0.0,0.0,306
2022-08-06,3.0,0.0,1.0,0.55,1.0,1.0,306
2022-08-07,0.45,2.0,1.0,1.0,0.0,4.0,306
2022-08-01,,,,,,,307
2022-08-02,,,,,,,307
2022-08-03,,,,,,,307
2022-08-04,,,,,,,307
2022-08-05,,,,,,,307
2022-08-06,,,,,,,307
2022-08-07,,,,,,,307
2022-08-01,1.0,1.0,1.0,1.0,2.0,2.0,309
2022-08-02,1.0,6.0,1.0,1.0,1.0,1.4500000000000002,309
2022-08-03,1.0,2.0,2.0,3.0,6.0,3.0,309
2022-08-04,1.4500000000000002,1.0,1.4500000000000002,2.0,1.0,1.4500000000000002,309
2022-08-05,1.4500000000000002,2.0,3.0,1.0,2.0,1.0,309
2022-08-06,1.0,0.45,1.55,1.0,0.0,4.0,309
2022-08-07,1.0,1.0,1.0,2.0,1.0,1.0,309
2022-08-01,1.55,2.0,2.0,2.0,3.0,0.0,311
2022-08-02,0.55,0.0,3.0,0.45,2.0,2.0,311
2022-08-03,4.45,0.0,2.0,2.45,0.55,2.5500000000000003,311
2022-08-04,1.0,2.0,3.0,0.0,2.0,2.0,311
2022-08-05,5.0,1.4500000000000002,1.55,3.0,2.0,2.0,311
2022-08-06,1.0,1.0,2.0,1.0,2.0,1.0,311
2022-08-07,0.0,5.0,2.0,1.0,2.0,2.0,311
2022-08-01,0.0,0.0,0.0,2.0,0.0,0.0,312
2022-08-02,2.0,2.0,0.0,0.0,0.0,2.0,312
2022-08-03,2.0,1.0,0.0,1.4500000000000002,2.5500000000000003,0.55,312
2022-08-04,3.0,3.0,0.0,2.0,0.0,1.0,312
2022-08-05,2.0,3.0,0.0,0.0,0.0,0.0,312
2022-08-06,2.0,3.0,1.0,0.0,0.0,1.0,312
2022-08-07,3.0,3.0,2.0,2.0,0.0,0.0,312
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,314
2022-08-02,0.0,0.0,0.0,0.0,0.0,1.0,314
2022-08-03,0.0,0.0,0.0,0.0,0.0,1.0,314
2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,314
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,314
2022-08-06,0.0,0.45,0.0,0.0,0.0,0.0,314
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,314
2022-08-01,3.0,3.0,5.550000000000001,6.0,6.550000000000001,8.0,315
2022-08-02,3.0,3.0,4.0,4.0,3.5500000000000003,3.0,315
2022-08-03,1.0,1.0,4.0,7.0,3.0,4.0,315
2022-08-04,3.0,7.0,3.5500000000000003,3.0,6.0,4.55,315
2022-08-05,1.0,11.0,6.0,4.0,9.0,4.45,315
2022-08-06,2.45,6.0,3.0,7.0,9.55,7.0,315
2022-08-07,1.0,5.550000000000001,1.0,1.0,8.0,9.0,315
2022-08-01,0.0,0.0,2.0,0.0,0.0,0.0,316
2022-08-02,0.0,2.0,0.0,0.0,0.0,0.0,316
2022-08-03,0.0,0.0,1.0,0.0,0.55,1.0,316
2022-08-04,0.0,2.5500000000000003,1.0,0.0,0.0,0.0,316
2022-08-05,0.0,1.0,1.0,0.0,0.0,0.0,316
2022-08-06,0.0,0.0,0.0,0.0,1.0,0.0,316
2022-08-07,0.0,0.0,1.0,0.0,0.0,0.0,316
2022-08-01,1.0,0.0,0.0,1.0,2.0,2.0,318
2022-08-02,2.0,0.0,2.0,3.0,1.0,1.0,318
2022-08-03,0.0,0.55,1.0,0.0,0.55,1.0,318
2022-08-04,1.0,0.0,1.0,0.0,0.0,0.0,318
2022-08-05,0.0,0.0,1.0,2.0,0.0,0.0,318
2022-08-06,2.0,0.0,1.0,0.0,0.0,1.0,318
2022-08-07,0.0,0.0,1.0,0.0,0.0,0.0,318
2022-08-01,7.0,7.0,6.0,5.0,5.0,5.0,319
2022-08-02,6.0,0.0,6.0,4.55,8.0,7.550000000000001,319
2022-08-03,6.0,4.0,7.0,5.0,1.4500000000000002,6.550000000000001,319
2022-08-04,7.0,7.0,7.0,5.0,6.45,8.55,319
2022-08-05,8.0,5.0,4.0,3.5500000000000003,5.550000000000001,4.0,319
2022-08-06,0.0,6.45,5.0,8.0,5.45,6.45,319
2022-08-07,5.0,4.0,2.45,3.5500000000000003,5.0,7.0,319
2022-08-01,1.0,0.0,1.0,0.55,0.45,0.0,320
2022-08-02,-0.45,0.0,1.0,1.0,3.0,0.0,320
2022-08-03,0.0,0.45,2.0,1.0,0.45,1.0,320
2022-08-04,0.0,0.0,0.0,0.55,3.0,0.0,320
2022-08-05,0.0,1.0,0.0,0.0,1.55,2.45,320
2022-08-06,4.0,1.0,1.0,0.45,1.0,1.0,320
2022-08-07,2.0,3.0,0.45,1.0,2.0,0.45,320
