,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
2022-08-02,1.0,1.0,0.45,0.55,1.4500000000000002,1.0,119
2022-08-03,4.0,0.55,1.0,1.0,0.0,0.55,119
2022-08-04,0.0,0.45,4.0,1.0,0.0,1.0,119
2022-08-05,1.0,0.0,0.0,0.45,1.0,1.0,119
2022-08-06,4.0,1.0,2.45,0.45,0.0,2.0,119
2022-08-07,0.0,1.4500000000000002,0.0,0.55,1.0,3.0,119
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,120
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,120
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,120
2022-08-04,0.0,1.0,0.0,0.0,1.0,0.0,120
2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,120
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,120
2022-08-07,0.0,0.0,0.0,0.0,1.0,0.0,120
2022-08-01,2.0,0.0,0.0,2.0,2.0,1.55,122
2022-08-02,1.55,5.0,0.0,1.0,2.0,1.55,122
2022-08-03,0.0,2.0,2.45,1.0,4.0,1.0,122
2022-08-04,0.0,2.0,1.0,0.55,1.0,1.0,122
2022-08-05,5.0,0.0,2.0,0.55,3.5500000000000003,1.0,122
2022-08-06,1.0,5.0,2.0,1.55,1.0,2.0,122
2022-08-07,1.55,2.0,3.45,1.0,1.0,1.0,122
2022-08-01,2.0,2.0,0.0,5.0,5.0,0.45,127
2022-08-02,0.0,0.0,2.0,2.45,0.55,0.0,127
2022-08-03,0.0,0.0,1.0,3.0,0.0,1.0,127
2022-08-04,0.0,0.0,1.0,0.0,0.0,1.55,127
2022-08-05,0.0,0.0,0.0,0.0,0.45,1.0,127
2022-08-06,0.0,0.0,0.0,0.55,1.0,0.0,127
2022-08-07,0.0,0.0,0.0,1.0,1.0,0.0,127
2022-08-01,2.0,2.0,2.0,2.0,2.0,2.5500000000000003,131
2022-08-02,1.0,4.0,2.45,4.0,2.0,2.0,131
2022-08-03,2.0,0.0,1.4500000000000002,3.0,2.0,2.0,131
2022-08-04,2.0,2.0,4.55,0.0,2.0,2.0,131
2022-08-05,1.0,5.0,3.5500000000000003,4.0,4.0,2.0,131
2022-08-06,2.0,3.0,3.5500000000000003,2.0,5.0,2.0,131
2022-08-07,2.0,4.0,2.0,2.0,4.0,1.55,131
2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,132
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,132
2022-08-01,3.0,4.0,4.0,4.0,2.0,1.0,136
2022-08-02,1.0,2.5500000000000003,1.4500000000000002,1.0,2.0,2.0,136
2022-08-03,0.0,0.55,4.0,2.45,2.0,0.0,136
2022-08-04,4.0,0.0,2.5500000000000003,1.4500000000000002,0.0,0.0,136
2022-08-05,2.0,1.55,3.0,4.0,2.0,0.0,136
2022-08-06,1.0,4.0,0.0,2.0,2.0,0.55,136
2022-08-07,0.0,0.45,4.0,2.45,2.0,0.45,136
2022-08-01,1.0,1.0,2.0,3.0,4.0,3.0,146
2022-08-02,2.0,0.55,3.0,1.0,4.0,1.0,146
2022-08-03,0.0,1.0,3.0,1.4500000000000002,4.0,0.0,146
2022-08-04,2.0,0.0,3.0,1.0,1.0,0.0,146
2022-08-05,-0.55,3.0,3.0,0.55,2.0,0.0,146
2022-08-06,1.0,1.0,3.0,2.0,2.0,0.45,146
2022-08-07,1.0,0.0,3.0,0.0,1.0,0.0,146
2022-08-01,0.0,0.0,0.0,0.0,1.0,0.0,147
2022-08-02,1.0,0.0,0.0,0.0,0.0,1.0,147
2022-08-03,0.0,0.0,1.0,1.0,3.0,5.0,147
2022-08-04,0.0,0.0,0.0,0.0,1.0,6.0,147
2022-08-05,0.0,0.0,0.0,0.0,9.0,6.0,147
2022-08-06,0.0,0.0,0.0,0.0,3.0,3.0,147
2022-08-07,0.0,0.0,0.0,1.0,3.0,3.45,147
2022-08-01,1.0,1.0,0.0,1.4500000000000002,4.0,0.45,150
2022-08-02,2.0,2.0,1.0,2.0,1.0,1.0,150
2022-08-03,1.0,5.0,2.0,2.0,0.0,2.0,150
2022-08-04,0.0,0.0,5.0,0.0,2.0,1.0,150
2022-08-05,1.0,0.0,0.0,0.0,1.0,0.0,150
2022-08-06,2.0,0.0,0.0,0.45,0.0,1.0,150
2022-08-07,1.0,0.0,0.0,0.0,0.55,1.0,150
2022-08-01,0.55,0.55,0.0,0.0,1.0,1.0,151
2022-08-02,1.0,0.0,0.0,1.0,0.0,0.0,151
2022-08-03,0.55,1.0,1.0,0.0,0.45,2.0,151
2022-08-04,0.0,1.0,3.0,0.0,0.0,1.55,151
2022-08-05,0.0,4.0,2.0,1.0,8.0,1.0,151
2022-08-06,1.0,0.55,0.55,3.5500000000000003,3.0,1.0,151
2022-08-07,0.0,2.0,1.55,4.0,2.0,2.0,151
2022-08-01,1.0,0.0,0.0,5.0,1.0,3.0,154
2022-08-02,1.0,5.0,2.0,1.0,2.0,2.0,154
2022-08-03,1.0,0.0,1.0,1.0,2.0,1.0,154
2022-08-04,0.0,1.0,0.55,0.0,1.4500000000000002,1.0,154
2022-08-05,5.0,1.0,2.0,1.0,2.0,0.0,154
2022-08-06,0.0,2.45,0.0,1.0,1.0,3.0,154
2022-08-07,1.0,0.0,0.0,1.0,0.0,1.0,154
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-03,0.0,2.0,0.0,0.0,0.0,0.0,157
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,157
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.55,160
2022-08-02,0.0,0.0,0.0,0.55,2.0,0.45,160
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,160
2022-08-04,0.0,0.0,0.0,0.0,0.55,0.0,160
2022-08-05,0.0,0.0,1.0,0.0,1.0,1.0,160
2022-08-06,0.0,1.0,1.0,0.0,0.0,1.0,160
2022-08-07,1.0,0.0,0.0,0.0,0.55,1.0,160
2022-08-01,1.0,0.0,2.0,1.55,1.0,0.0,226
2022-08-02,7.0,3.0,4.0,5.0,1.0,2.0,226
2022-08-03,3.0,1.0,0.45,7.0,1.0,0.0,226
2022-08-04,1.0,1.0,4.0,3.0,3.0,1.55,226
2022-08-05,5.0,1.4500000000000002,1.55,2.0,1.0,7.0,226
2022-08-06,0.0,1.55,1.0,1.0,1.55,1.4500000000000002,226
2022-08-07,7.0,3.0,1.0,1.0,1.0,2.45,226
2022-08-01,1.0,2.0,1.4500000000000002,0.45,2.0,3.0,246
2022-08-02,2.0,1.0,4.0,2.0,2.0,1.4500000000000002,246
2022-08-03,1.0,3.0,1.4500000000000002,1.4500000000000002,1.0,1.4500000000000002,246
2022-08-04,2.0,5.0,2.45,1.0,0.0,1.0,246
2022-08-05,1.0,4.0,6.0,1.0,2.5500000000000003,1.4500000000000002,246
2022-08-06,3.0,4.0,2.5500000000000003,2.5500000000000003,1.0,6.0,246
2022-08-07,2.0,4.0,2.0,2.0,2.0,2.45,246
2022-08-01,2.45,2.45,1.0,0.0,0.55,0.55,247
2022-08-02,0.0,0.0,1.0,0.0,0.0,0.0,247
2022-08-03,0.45,1.0,0.0,0.55,0.55,0.55,247
2022-08-04,2.45,1.0,1.0,1.0,0.55,1.0,247
2022-08-05,0.0,0.0,0.0,1.0,0.0,0.0,247
2022-08-06,0.0,0.0,1.0,0.0,0.55,0.0,247
2022-08-07,2.45,0.0,0.0,1.0,0.55,1.0,247
2022-08-01,2.0,2.0,1.0,3.0,1.0,1.0,251
2022-08-02,0.0,1.0,2.45,2.0,0.0,0.0,251
2022-08-03,2.0,1.0,3.0,2.0,2.0,1.0,251
2022-08-04,0.0,0.0,3.0,2.45,0.0,1.0,251
2022-08-05,1.0,1.0,1.0,1.0,2.0,1.0,251
2022-08-06,0.0,0.55,1.55,2.5500000000000003,3.0,0.0,251
2022-08-07,2.0,1.0,1.0,2.0,1.0,1.0,251
2022-08-01,,,,,,,254
2022-08-02,,,,,,,254
2022-08-03,,,,,,,254
2022-08-04,,,,,,,254
2022-08-05,,,,,,,254
2022-08-06,,,,,,,254
2022-08-07,,,,,,,254
2022-08-01,1.4500000000000002,0.0,1.4500000000000002,2.0,2.0,1.0,256
2022-08-02,2.0,1.4500000000000002,2.5500000000000003,1.55,2.0,3.0,256
2022-08-03,0.0,2.5500000000000003,2.0,1.0,2.45,0.45,256
2022-08-04,0.0,3.0,1.0,1.0,1.0,1.0,256
2022-08-05,1.55,1.4500000000000002,5.0,1.0,0.45,2.5500000000000003,256
2022-08-06,2.0,0.0,1.0,1.55,2.0,2.0,256
2022-08-07,2.0,1.55,0.45,1.0,1.0,1.55,256
2022-08-01,2.0,0.0,3.0,2.0,2.0,2.0,259
2022-08-02,0.0,1.0,1.0,1.4500000000000002,1.0,1.4500000000000002,259
2022-08-03,0.0,3.0,1.0,0.55,1.0,1.4500000000000002,259
2022-08-04,3.0,3.0,3.0,3.0,3.0,4.0,259
2022-08-05,2.0,3.0,3.0,1.55,2.0,3.5500000000000003,259
2022-08-06,1.0,3.0,1.0,3.0,1.0,1.0,259
2022-08-07,2.0,3.0,1.0,3.0,0.55,0.55,259
2022-08-01,0.0,0.0,0.0,1.0,-1.0,2.0,260
2022-08-02,1.0,1.0,1.0,5.0,1.0,0.55,260
2022-08-03,2.0,2.0,1.0,2.0,2.45,1.0,260
2022-08-04,3.0,2.0,1.0,1.4500000000000002,1.0,2.0,260
2022-08-05,0.0,2.5500000000000003,0.0,5.0,0.55,2.45,260
2022-08-06,1.0,1.4500000000000002,0.0,-1.0,6.0,3.0,260
2022-08-07,3.0,0.55,1.0,3.0,1.55,1.0,260
2022-08-01,1.0,1.0,3.0,1.0,1.0,0.0,261
2022-08-02,0.55,0.0,1.0,1.0,5.0,2.0,261
2022-08-03,1.0,1.0,1.4500000000000002,1.0,1.0,1.0,261
2022-08-04,0.55,2.0,1.0,1.4500000000000002,2.5500000000000003,1.4500000000000002,261
2022-08-05,0.55,1.0,1.0,1.0,1.0,1.0,261
2022-08-06,5.0,1.4500000000000002,1.0,3.0,0.0,1.0,261
2022-08-07,2.0,1.4500000000000002,1.0,1.0,1.0,1.0,261
2022-08-01,2.0,2.0,2.0,1.0,1.55,2.0,268
2022-08-02,3.0,3.0,4.45,1.0,2.0,1.0,268
2022-08-03,2.0,0.0,2.0,4.0,1.4500000000000002,3.0,268
2022-08-04,3.0,2.5500000000000003,2.0,1.0,3.0,1.0,268
2022-08-05,4.0,3.0,1.55,0.0,5.45,0.0,268
2022-08-06,2.0,4.55,6.0,1.0,1.0,1.4500000000000002,268
2022-08-07,2.0,7.0,2.0,1.0,2.0,2.0,268
2022-08-01,0.0,0.0,0.0,0.45,1.0,1.0,272
2022-08-02,0.0,0.0,1.0,0.0,1.0,1.0,272
2022-08-03,1.0,0.0,1.0,0.0,0.0,1.0,272
2022-08-04,0.0,0.0,1.0,0.0,1.0,1.0,272
2022-08-05,1.0,0.0,1.0,1.0,1.0,0.0,272
2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,272
2022-08-07,-0.45,0.0,0.0,3.0,1.0,1.0,272
2022-08-01,,,,,,,276
2022-08-02,,,,,,,276
2022-08-03,,,,,,,276
2022-08-04,,,,,,,276
2022-08-05,,,,,,,276
2022-08-06,,,,,,,276
2022-08-07,,,,,,,276
2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,280
2022-08-02,0.0,0.0,3.0,0.0,0.0,1.0,280
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,280
2022-08-04,2.0,0.0,2.0,0.0,0.0,0.0,280
2022-08-05,0.0,0.0,2.0,0.0,0.0,0.0,280
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,280
2022-08-07,0.0,0.0,2.0,0.0,0.0,0.0,280
2022-08-01,1.0,1.0,1.0,2.0,1.4500000000000002,2.45,281
2022-08-02,-0.45,4.0,0.55,1.0,3.0,0.0,281
2022-08-03,1.0,2.0,2.0,1.4500000000000002,1.4500000000000002,4.0,281
2022-08-04,1.0,2.5500000000000003,2.0,0.0,2.0,3.0,281
2022-08-05,2.0,1.0,1.0,1.4500000000000002,2.45,1.0,281
2022-08-06,1.0,4.0,4.0,0.0,4.0,1.0,281
2022-08-07,0.0,2.45,2.5500000000000003,1.4500000000000002,2.0,0.55,281
2022-08-01,2.0,3.0,2.45,1.0,1.0,2.0,282
2022-08-02,2.0,2.0,3.0,7.450000000000001,7.0,2.5500000000000003,282
2022-08-03,2.5500000000000003,2.0,5.0,5.0,3.0,2.0,282
2022-08-04,3.0,5.45,1.0,3.0,6.45,2.0,282
2022-08-05,1.0,3.0,8.0,5.0,2.5500000000000003,2.0,282
2022-08-06,3.0,2.0,2.5500000000000003,2.0,2.45,3.0,282
2022-08-07,3.0,1.0,4.0,7.450000000000001,2.0,1.4500000000000002,282
2022-08-01,2.0,2.0,1.55,1.0,2.0,2.0,295
2022-08-02,1.0,1.0,1.0,2.45,0.55,1.0,295
2022-08-03,1.0,3.0,1.55,0.45,1.0,1.55,295
2022-08-04,3.0,1.55,1.0,0.0,1.55,1.0,295
2022-08-05,0.0,1.0,1.0,0.0,1.0,2.0,295
2022-08-06,0.55,3.0,1.0,1.0,5.0,1.0,295
2022-08-07,3.0,1.55,1.0,2.0,0.0,1.0,295
2022-08-01,0.45,0.0,1.0,1.0,1.0,1.0,322
2022-08-02,2.0,2.0,1.0,1.0,0.0,2.0,322
2022-08-03,0.0,0.0,1.0,1.0,2.0,1.0,322
2022-08-04,1.0,2.0,0.0,0.45,1.0,2.0,322
2022-08-05,0.0,0.0,1.0,1.0,2.0,1.0,322
2022-08-06,2.0,2.0,0.55,1.4500000000000002,1.0,2.0,322
2022-08-07,0.0,1.0,2.0,1.0,2.5500000000000003,1.0,322
2022-08-01,1.0,1.4500000000000002,0.0,2.0,2.0,1.0,323
2022-08-02,2.0,1.0,1.0,1.0,1.0,0.45,323
2022-08-03,1.0,1.0,2.0,0.0,0.0,1.0,323
2022-08-04,1.0,1.0,4.0,1.0,1.0,0.55,323
2022-08-05,1.4500000000000002,2.0,1.55,1.0,1.0,1.0,323
2022-08-06,2.0,0.0,1.0,2.0,1.0,1.0,323
2022-08-07,1.0,1.55,1.0,0.0,2.5500000000000003,2.5500000000000003,323
2022-08-01,1.0,1.0,2.0,2.0,2.0,2.0,327
2022-08-02,3.0,1.0,2.0,2.0,1.55,1.0,327
2022-08-03,2.0,1.0,1.0,1.0,1.0,2.0,327
2022-08-04,2.5500000000000003,2.0,0.0,0.55,0.0,1.0,327
2022-08-05,0.0,2.0,1.0,1.55,1.0,3.0,327
2022-08-06,2.0,0.45,1.4500000000000002,2.0,4.0,2.0,327
2022-08-07,1.0,1.0,1.0,1.0,2.0,1.0,327
2022-08-01,0.0,0.0,0.0,0.45,0.0,2.5500000000000003,329
2022-08-02,0.55,2.0,0.0,0.0,0.0,0.45,329
2022-08-03,0.0,0.0,0.0,0.55,3.0,1.0,329
2022-08-04,0.0,1.0,0.0,3.0,0.0,0.0,329
2022-08-05,1.0,2.0,3.0,0.0,2.0,4.0,329
2022-08-06,2.0,0.0,0.55,3.0,0.0,0.0,329
2022-08-07,0.0,1.0,0.45,0.0,2.5500000000000003,1.0,329
2022-08-01,1.0,1.0,0.0,0.0,1.0,0.0,331
2022-08-02,0.0,0.0,1.0,1.0,0.55,0.45,331
2022-08-03,0.0,1.0,2.0,0.0,1.0,0.45,331
2022-08-04,1.0,0.0,0.0,0.0,2.0,0.45,331
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.45,331
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,331
2022-08-07,0.0,0.0,0.0,1.0,0.0,2.0,331
2022-08-01,1.0,1.0,1.0,1.0,1.55,2.0,333
2022-08-02,1.0,0.0,1.0,1.0,1.55,1.0,333
2022-08-03,1.0,1.0,2.0,2.0,2.5500000000000003,1.0,333
2022-08-04,1.0,1.0,1.0,1.0,4.55,1.0,333
2022-08-05,1.0,3.0,2.0,0.55,1.0,1.0,333
2022-08-06,1.0,2.0,1.0,3.0,3.0,2.0,333
2022-08-07,1.0,1.0,2.5500000000000003,2.0,2.0,1.0,333
2022-08-01,0.0,0.0,0.0,3.0,1.0,1.0,334
2022-08-02,1.0,1.0,0.0,0.0,3.0,2.0,334
2022-08-03,1.0,1.0,1.0,1.0,0.45,0.0,334
2022-08-04,0.0,0.0,1.0,1.0,2.0,1.0,334
2022-08-05,0.0,1.0,0.0,0.0,1.0,1.0,334
2022-08-06,0.55,0.0,1.0,1.0,1.0,3.0,334
2022-08-07,0.0,1.0,1.0,1.0,2.45,2.0,334
2022-08-01,0.45,0.45,0.0,0.0,2.0,2.0,343
2022-08-02,4.0,5.0,0.0,3.5500000000000003,0.0,1.0,343
2022-08-03,3.0,2.0,0.55,2.0,1.0,1.0,343
2022-08-04,1.0,1.0,2.5500000000000003,0.0,1.4500000000000002,1.0,343
2022-08-05,3.0,2.5500000000000003,2.45,3.0,2.0,0.55,343
2022-08-06,0.45,4.0,0.0,2.0,0.0,0.45,343
2022-08-07,4.0,1.0,0.0,0.0,1.0,1.0,343
2022-08-01,0.55,1.0,0.55,0.0,0.0,0.0,345
2022-08-02,1.55,0.0,0.0,6.0,0.45,0.0,345
2022-08-03,1.0,0.0,4.0,2.0,0.0,1.0,345
2022-08-04,2.0,0.0,1.0,1.0,0.0,0.55,345
2022-08-05,1.0,1.0,0.0,0.0,0.0,0.0,345
2022-08-06,1.0,0.45,1.0,1.0,0.0,0.0,345
2022-08-07,0.0,0.0,3.0,0.0,0.0,0.0,345
2022-08-01,2.0,0.0,1.0,0.0,1.0,0.0,349
2022-08-02,0.0,1.0,0.0,1.0,1.0,0.0,349
2022-08-03,0.0,0.0,0.0,1.0,0.0,1.0,349
2022-08-04,1.0,0.0,1.0,1.0,1.0,1.0,349
2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,349
2022-08-06,0.0,0.0,0.0,1.0,0.45,1.0,349
2022-08-07,1.0,1.0,1.0,0.0,0.0,1.0,349
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-03,1.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-05,1.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-07,1.0,0.0,0.0,0.0,0.0,0.0,358
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,362
2022-08-02,0.0,0.0,1.0,0.0,0.0,1.0,362
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,362
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,362
2022-08-05,0.0,0.0,1.0,0.0,1.0,0.0,362
2022-08-06,0.0,0.0,0.0,1.0,0.0,1.0,362
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.45,362
2022-08-01,1.0,0.0,1.0,1.0,2.0,1.0,366
2022-08-02,0.0,1.0,3.0,1.0,0.45,3.0,366
2022-08-03,1.0,2.0,0.0,0.55,1.0,1.0,366
2022-08-04,1.0,0.0,1.0,3.0,2.5500000000000003,1.4500000000000002,366
2022-08-05,1.0,0.0,2.45,1.0,2.0,1.0,366
2022-08-06,-1.0,2.0,3.0,0.0,0.0,1.0,366
2022-08-07,2.0,1.0,2.0,1.0,1.0,1.0,366
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,370
2022-08-02,1.0,0.0,0.0,0.0,0.0,0.0,370
2022-08-03,0.0,0.0,0.0,0.0,1.0,0.0,370
2022-08-04,1.0,0.0,0.0,0.0,0.0,0.0,370
2022-08-05,0.0,0.0,0.0,0.0,1.0,0.0,370
2022-08-06,1.0,0.0,0.0,0.0,0.0,0.0,370
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,370
2022-08-01,1.0,0.0,0.0,0.0,2.0,0.45,373
2022-08-02,1.0,1.0,1.0,0.0,0.55,0.55,373
2022-08-03,0.0,1.0,1.55,0.0,0.0,2.0,373
2022-08-04,0.45,0.0,1.0,2.0,1.0,0.0,373
2022-08-05,2.0,0.0,1.0,1.0,1.0,0.45,373
2022-08-06,1.0,2.0,0.0,0.0,0.45,0.0,373
2022-08-07,2.0,1.0,1.0,2.0,0.0,2.0,373
2022-08-01,1.0,1.0,0.0,1.0,1.4500000000000002,1.0,374
2022-08-02,-1.0,1.0,0.55,2.45,2.5500000000000003,0.0,374
2022-08-03,0.0,1.0,0.0,0.55,1.4500000000000002,0.0,374
2022-08-04,-1.0,2.0,1.0,2.0,1.0,1.0,374
2022-08-05,0.0,0.0,3.0,2.0,0.0,0.0,374
2022-08-06,1.0,0.55,4.0,4.0,0.0,0.0,374
2022-08-07,1.0,2.0,0.0,2.0,0.0,1.0,374
2022-08-01,1.55,1.55,0.0,0.0,1.0,0.0,375
2022-08-02,0.0,0.0,4.0,0.0,0.55,1.0,375
2022-08-03,0.0,0.0,2.5500000000000003,2.0,0.55,0.55,375
2022-08-04,0.0,4.0,4.0,0.0,0.45,1.0,375
2022-08-05,2.0,1.0,0.45,1.0,1.0,1.0,375
2022-08-06,2.0,0.0,1.0,1.0,0.55,1.0,375
2022-08-07,0.45,0.0,2.0,2.0,1.0,2.0,375
2022-08-01,2.0,1.0,1.0,1.0,1.0,0.55,377
2022-08-02,2.0,1.0,2.0,0.0,1.0,2.45,377
2022-08-03,2.0,0.0,2.5500000000000003,1.0,1.0,2.45,377
2022-08-04,1.0,1.0,1.0,1.0,1.0,4.0,377
2022-08-05,3.0,1.0,1.0,1.4500000000000002,2.0,5.0,377
2022-08-06,1.0,2.0,3.0,3.0,1.0,2.0,377
2022-08-07,2.0,1.0,1.0,1.0,2.0,1.0,377
2022-08-01,4.55,4.55,0.0,2.0,3.0,5.0,384
2022-08-02,4.55,3.0,3.0,2.0,1.0,1.0,384
2022-08-03,3.5500000000000003,0.0,0.0,5.0,4.55,1.0,384
2022-08-04,1.0,2.0,1.0,2.0,3.0,3.45,384
2022-08-05,0.0,4.55,2.0,4.0,2.0,4.0,384
2022-08-06,2.0,4.0,0.0,2.0,5.0,0.55,384
2022-08-07,4.0,3.0,3.45,1.55,2.5500000000000003,4.0,384
2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,386
2022-08-02,1.0,1.0,0.0,1.0,1.4500000000000002,1.0,386
2022-08-03,1.0,3.0,1.0,0.0,1.0,1.0,386
2022-08-04,1.0,1.0,0.0,3.45,1.0,1.4500000000000002,386
2022-08-05,1.0,0.0,3.45,0.0,0.55,1.55,386
2022-08-06,1.0,1.0,0.0,1.0,0.0,1.0,386
